regime,environment,model,n,rmse,mae,r2,correlation
CV-GE-B7,2018-WIH1,Vegetative,401,2.124352474801111,1.680801008605115,-0.387388591434761,-0.07863969441490197
CV-GE-B7,2018-WIH1,Water-soil,401,2.3251662633465577,1.8902358414953764,-0.6620840848990539,-0.0792876808484714
CV-GE-B7,2018-WIH2,All-nonleaky,815,2.8503031039395483,2.3354445640145096,-1.4286026798578586,0.03417283894896833
CV-GE-B7,2018-WIH2,B6R-all-EC-reference,815,2.839564513744419,2.3251139459043677,-1.410337506031274,0.040568933399130494
CV-GE-B7,2018-WIH2,Canopy-growth,815,2.0926657269735887,1.6922093342977425,-0.30910385470562574,0.029414582684295178
CV-GE-B7,2018-WIH2,Grain-fill-maturity,815,2.4718136609416876,1.9708019563077406,-0.826441786398487,0.14070941813743879
CV-GE-B7,2018-WIH2,Process-MK,815,4.602576572239426,4.264699293747874,-5.332517861466419,0.14272092120261426
CV-GE-B7,2018-WIH2,Reproductive-transition,815,2.4323115365942587,1.9084525415249334,-0.7685314111705495,0.07217325689607888
CV-GE-B7,2018-WIH2,Stage-MK,815,3.3771932108565674,2.927437350818529,-2.409464662056556,0.11457396093617507
CV-GE-B7,2018-WIH2,Thermal,815,3.188687267573571,2.704391463894686,-2.0394726068918305,0.06101440293688467
CV-GE-B7,2018-WIH2,Thermal+water-MK,815,3.699441648516828,3.2785277409256213,-3.091162609397024,0.13227711569482725
CV-GE-B7,2018-WIH2,Vegetative,815,4.40596215742362,4.032495269669271,-4.803044538520629,0.06144260143253479
CV-GE-B7,2018-WIH2,Water-soil,815,2.9451613817871127,2.4364210531246897,-1.5929406290479067,0.03697106364639214
CV-GE-B7,2019-DEH1,All-nonleaky,814,3.5024741996533724,3.052534315602268,-2.501568335869406,0.023614042245132267
CV-GE-B7,2019-DEH1,B6R-all-EC-reference,814,3.5163602482385903,3.066688915586364,-2.5293882891347175,0.02197132296844809
CV-GE-B7,2019-DEH1,Canopy-growth,814,3.3559921438145053,2.905688823686823,-2.214804649230066,0.05664492308563211
CV-GE-B7,2019-DEH1,Grain-fill-maturity,814,3.180207089493456,2.729144955506231,-1.886845352888125,0.06949111374856709
CV-GE-B7,2019-DEH1,Process-MK,814,4.047996894788617,3.6253654696882545,-3.677276649232737,0.021280541024197717
CV-GE-B7,2019-DEH1,Reproductive-transition,814,3.012887747566491,2.5605014689831935,-1.5910668576779727,0.02351740261823634
CV-GE-B7,2019-DEH1,Stage-MK,814,2.9056177897181925,2.4582045902553,-1.4098482101019156,0.08104960116962069
CV-GE-B7,2019-DEH1,Thermal,814,2.387577300199254,1.95710335583985,-0.6271500322213506,0.036992135833974205
CV-GE-B7,2019-DEH1,Thermal+water-MK,814,3.2005701383178446,2.7397769924268056,-1.9239329845990096,-0.004669032717010994
CV-GE-B7,2019-DEH1,Vegetative,814,2.6506214338537335,2.213819107776094,-1.0054328643807473,0.055546139019472564
CV-GE-B7,2019-DEH1,Water-soil,814,3.351869555895386,2.896636072052503,-2.206911201400888,0.014203587232528552
CV-GE-B7,2019-GAH2,All-nonleaky,390,2.8382031447708784,2.4952929943295517,-2.7980040200914824,-0.0965267872369714
CV-GE-B7,2019-GAH2,B6R-all-EC-reference,390,2.864370088552337,2.5215873064398657,-2.8683585942768106,-0.09397199781136288
CV-GE-B7,2019-GAH2,Canopy-growth,390,4.504061871947636,4.238554364005186,-8.564827934982398,-0.11211976662974994
CV-GE-B7,2019-GAH2,Grain-fill-maturity,390,3.1300693943775126,2.790052450593899,-3.6193024463979846,-0.12225811826180989
CV-GE-B7,2019-GAH2,Process-MK,390,3.119792772023699,2.787308136204799,-3.589020115329883,-0.06927837044293547
CV-GE-B7,2019-GAH2,Reproductive-transition,390,2.737651338377546,2.390057729625779,-2.533659827104476,-0.06900997087463102
CV-GE-B7,2019-GAH2,Stage-MK,390,2.0570602327073813,1.7187913581425431,-0.9950899601375038,-0.10988630896806774
CV-GE-B7,2019-GAH2,Thermal,390,3.3177617136193676,2.9806209650324993,-4.189898311566744,-0.08821626234775519
CV-GE-B7,2019-GAH2,Thermal+water-MK,390,2.618334002812337,2.270342377122995,-2.232351320674248,-0.05697018058730624
CV-GE-B7,2019-GAH2,Vegetative,390,2.290814524603463,1.9439665596028357,-1.4742770240338636,-0.1064492466495629
CV-GE-B7,2019-GAH2,Water-soil,390,2.6238020438147474,2.2803867520208456,-2.245866086237939,-0.0737593254115083
CV-GE-B7,2019-IAH4,All-nonleaky,1140,1.7267568313886161,1.4223073052124982,-0.7534431561563675,-0.004527317490123582
CV-GE-B7,2019-IAH4,B6R-all-EC-reference,1140,1.707036648342489,1.4038525078798614,-0.7136219473663836,-0.002927385434829058
CV-GE-B7,2019-IAH4,Canopy-growth,1140,1.6540313675969855,1.355062697531581,-0.6088546439422544,-0.003617191389157916
CV-GE-B7,2019-IAH4,Grain-fill-maturity,1140,1.4734901972090866,1.1744448864373038,-0.2768028032327996,-0.008367871614820036
CV-GE-B7,2019-IAH4,Process-MK,1140,1.4408127504962354,1.148964497262037,-0.22079969437496283,0.015246043682505804
CV-GE-B7,2019-IAH4,Reproductive-transition,1140,1.3658813442016635,1.0680980824002761,-0.09712288010841408,0.009449585538939292
CV-GE-B7,2019-IAH4,Stage-MK,1140,1.349370939430644,1.0509669456789918,-0.07075973416411818,0.020493042572217998
CV-GE-B7,2019-IAH4,Thermal,1140,2.2502239523851744,1.9605921373064288,-1.9776991162361712,0.021797858198845492
CV-GE-B7,2019-IAH4,Thermal+water-MK,1140,1.4148586596781918,1.1118338569641633,-0.1772140592163467,0.0047785085140404065
CV-GE-B7,2019-IAH4,Vegetative,1140,2.3689488587861334,2.0803170696397575,-2.300203313930599,0.021516928118777028
CV-GE-B7,2019-IAH4,Water-soil,1140,2.1056537524384455,1.8007468847900017,-1.607373473428364,-0.005203715067892608
CV-GE-B7,2019-ILH1,All-nonleaky,448,3.192432943583791,2.8286939767573096,-2.5746780895935486,0.21827494036990103
CV-GE-B7,2019-ILH1,B6R-all-EC-reference,448,3.185511035658242,2.8214753306056304,-2.55919349322598,0.21758150695916825
CV-GE-B7,2019-ILH1,Canopy-growth,448,3.08215551440255,2.7130575064607396,-2.3319806188963783,0.20921657499146865
CV-GE-B7,2019-ILH1,Grain-fill-maturity,448,4.211384279479392,3.889602108001065,-5.2207552411408455,0.20288160121778995
CV-GE-B7,2019-ILH1,Process-MK,448,1.714102548859066,1.352805728636179,-0.030545027893037258,0.20969198289661856
CV-GE-B7,2019-ILH1,Reproductive-transition,448,3.712782529244767,3.36472783909712,-3.834954533812458,0.19901823821277415
CV-GE-B7,2019-ILH1,Stage-MK,448,4.065962938762793,3.7364159047740535,-4.798560627235485,0.21428659107895534
CV-GE-B7,2019-ILH1,Thermal,448,4.152612720362236,3.82359862459398,-5.048340477452545,0.1916076470870985
CV-GE-B7,2019-ILH1,Thermal+water-MK,448,2.559733071586327,2.1742619096126794,-1.2981730629062351,0.21035115140535823
CV-GE-B7,2019-ILH1,Vegetative,448,4.246613132176406,3.9274008256190536,-5.325265619122504,0.20586666588375524
CV-GE-B7,2019-ILH1,Water-soil,448,2.765850561244276,2.383429342014596,-1.6831860902169287,0.2168550185184191
CV-GE-B7,2019-INH1,All-nonleaky,440,3.8606634834159426,3.5529261852032326,-5.165511468528212,0.11026931064905632
CV-GE-B7,2019-INH1,B6R-all-EC-reference,440,3.8609631498462487,3.5531576051133165,-5.166468645203344,0.10931539525796757
CV-GE-B7,2019-INH1,Canopy-growth,440,3.7154448242813785,3.3941099330336475,-4.710404158322915,0.07382587980142442
CV-GE-B7,2019-INH1,Grain-fill-maturity,440,3.8159713727042432,3.4960253451775207,-5.023590370072727,0.0759457260943556
CV-GE-B7,2019-INH1,Process-MK,440,2.062156389997506,1.6771007793806123,-0.7590914221775582,0.11467104420161578
CV-GE-B7,2019-INH1,Reproductive-transition,440,4.370573785273864,4.0890061613276965,-6.901728935870944,0.08252094936084842
CV-GE-B7,2019-INH1,Stage-MK,440,2.956367959284841,2.5888702485674666,-2.615448569337682,0.11264494115364611
CV-GE-B7,2019-INH1,Thermal,440,3.528394584592193,3.1839332207631617,-4.1499084428442,0.06414351918914567
CV-GE-B7,2019-INH1,Thermal+water-MK,440,2.805588607172134,2.4265221351129656,-2.256065951850599,0.10396470711155832
CV-GE-B7,2019-INH1,Vegetative,440,4.373554295134622,4.091587142148786,-6.91250976810209,0.08102238033482952
CV-GE-B7,2019-INH1,Water-soil,440,3.909252391312061,3.6052136002237956,-5.321681849176292,0.12174424953830351
CV-GE-B7,2019-MIH1,All-nonleaky,454,1.7799711707267631,1.4183778099790358,-0.01360454629390162,0.06825987270652639
CV-GE-B7,2019-MIH1,B6R-all-EC-reference,454,1.784082752574544,1.418086099013543,-0.01829263498647893,0.06824173332642769
CV-GE-B7,2019-MIH1,Canopy-growth,454,2.1347301063626523,1.7573066733356,-0.4579027771449926,0.06099126408070444
CV-GE-B7,2019-MIH1,Grain-fill-maturity,454,1.8874501601648443,1.5314359764519192,-0.13970800378645887,0.0384806516466558
CV-GE-B7,2019-MIH1,Process-MK,454,2.13823658010551,1.6713191456567786,-0.4626961665460716,0.06719986873432442
CV-GE-B7,2019-MIH1,Reproductive-transition,454,1.8734516632104898,1.4631579145333318,-0.12286513688062262,0.05577984319411406
CV-GE-B7,2019-MIH1,Stage-MK,454,3.302095006959478,2.901459181648176,-2.4883635683933285,0.07658658375552073
CV-GE-B7,2019-MIH1,Thermal,454,1.982168091281554,1.5378676341922843,-0.2569661271500845,0.08019422593289653
CV-GE-B7,2019-MIH1,Thermal+water-MK,454,1.8477102485791617,1.4470175206453026,-0.09222056275115453,0.0808371241777483
CV-GE-B7,2019-MIH1,Vegetative,454,1.9482475134407902,1.592270711491433,-0.214313642980815,0.07758713954231826
CV-GE-B7,2019-MIH1,Water-soil,454,1.8596894362662149,1.5087687228936781,-0.10642877352973601,0.08673644871000374
CV-GE-B7,2019-MNH1,All-nonleaky,1001,3.4303787888623094,3.0442512794246093,-2.5183004619277556,-0.05646438798421371
CV-GE-B7,2019-MNH1,B6R-all-EC-reference,1001,3.4136734564806104,3.0239814798420497,-2.4841169085200887,-0.0668259360551051
CV-GE-B7,2019-MNH1,Canopy-growth,1001,4.338984068751551,4.012902549054806,-4.628917452733308,-0.013982545982191579
CV-GE-B7,2019-MNH1,Grain-fill-maturity,1001,2.5829601063608534,2.142123490445683,-0.9947302137618748,-0.16878349691391228
CV-GE-B7,2019-MNH1,Process-MK,1001,4.120058790671038,3.7422970129357296,-4.075228441788417,-0.11924985168952104
CV-GE-B7,2019-MNH1,Reproductive-transition,1001,3.3800505490279016,2.994451650430639,-2.415821432933903,-0.029255627695932526
CV-GE-B7,2019-MNH1,Stage-MK,1001,7.30057096179458,7.055535251702406,-14.935379920525873,-0.08193505913123517
CV-GE-B7,2019-MNH1,Thermal,1001,2.8512637246240042,2.4350896793145234,-1.4306562623399661,-0.06749868727060115
CV-GE-B7,2019-MNH1,Thermal+water-MK,1001,2.9164560261490853,2.492502018526612,-1.5430777252617394,-0.10750061189640608
CV-GE-B7,2019-MNH1,Vegetative,1001,3.9431482148665356,3.5739707708258788,-3.648736947472867,-0.0601500992693529
CV-GE-B7,2019-MNH1,Water-soil,1001,2.827216449951826,2.4208457853339684,-1.3898293302325473,-0.04453576268557694
CV-GE-B7,2019-MOH1,All-nonleaky,515,3.3624053143745494,2.94888681906577,-2.4242724790394687,-0.07412836326496854
CV-GE-B7,2019-MOH1,B6R-all-EC-reference,515,3.4066403797035547,2.992311211291748,-2.514963085769307,-0.06849139654617868
CV-GE-B7,2019-MOH1,Canopy-growth,515,2.354854076628139,2.01030715241355,-0.6795625766370206,-0.11778365454990834
CV-GE-B7,2019-MOH1,Grain-fill-maturity,515,2.6391428515281845,2.2554682079420654,-1.1095702162761882,-0.08426260022454417
CV-GE-B7,2019-MOH1,Process-MK,515,3.672614491134919,3.2569530503525623,-3.085252228597426,-0.12134014582572619
CV-GE-B7,2019-MOH1,Reproductive-transition,515,3.1392864777397533,2.727560236779747,-1.9849020708337703,-0.1045753412084824
CV-GE-B7,2019-MOH1,Stage-MK,515,4.431560434095285,4.0163938970934145,-4.948144919944123,-0.1256155234496451
CV-GE-B7,2019-MOH1,Thermal,515,3.069547384768744,2.6527202989346144,-1.8537562298911925,-0.08224720878837123
CV-GE-B7,2019-MOH1,Thermal+water-MK,515,4.156021391427203,3.7535795612028955,-4.231469974642381,-0.12826949660469272
CV-GE-B7,2019-MOH1,Vegetative,515,3.631959310404328,3.2195052225718035,-2.9953068268470076,-0.08301728560147897
CV-GE-B7,2019-MOH1,Water-soil,515,4.282128069825175,3.881684114897857,-4.553764915890752,-0.09389727749070684
CV-GE-B7,2019-NEH1,All-nonleaky,308,2.6930775568341825,2.241897339426966,-0.5255700228819145,0.1175171089136465
CV-GE-B7,2019-NEH1,B6R-all-EC-reference,308,2.688682467169409,2.2377336159396073,-0.5205946401673549,0.11771002399640668
CV-GE-B7,2019-NEH1,Canopy-growth,308,2.9937282308570534,2.5293958513707087,-0.885207550660615,0.10417110996868768
CV-GE-B7,2019-NEH1,Grain-fill-maturity,308,2.6197121049318364,2.166459003914138,-0.4435823340607139,0.10400761208494318
CV-GE-B7,2019-NEH1,Process-MK,308,3.4491921962803347,2.982856930138191,-1.5024719298242646,0.12570762472529093
CV-GE-B7,2019-NEH1,Reproductive-transition,308,2.573141016578549,2.120953417059625,-0.39271290640983003,0.11356238416520234
CV-GE-B7,2019-NEH1,Stage-MK,308,3.2096407723947125,2.7446732052148692,-1.1669419716182472,0.10929347745297895
CV-GE-B7,2019-NEH1,Thermal,308,2.6854978582112268,2.230983825105008,-0.5169946379181705,0.12133561400626366
CV-GE-B7,2019-NEH1,Thermal+water-MK,308,3.9657167046751494,3.50311406837556,-2.3080936706226307,0.119090291399935
CV-GE-B7,2019-NEH1,Vegetative,308,4.281148234173408,3.8117443904913726,-2.855271394941354,0.10157204650663332
CV-GE-B7,2019-NEH1,Water-soil,308,3.8224124592077358,3.355265294408649,-2.073332304892095,0.11036794284560922
CV-GE-B7,2019-NEH2,All-nonleaky,170,1.684614456347363,1.3499403989138867,-0.26960145495534005,0.2301695390568872
CV-GE-B7,2019-NEH2,B6R-all-EC-reference,170,1.7135028410936883,1.378187120962707,-0.31351798220649374,0.2287457279747507
CV-GE-B7,2019-NEH2,Canopy-growth,170,1.562040062840582,1.2286901899208424,-0.09156776414421763,0.258283582248529
CV-GE-B7,2019-NEH2,Grain-fill-maturity,170,1.5701739421706957,1.2394858951995322,-0.1029654194125329,0.24974391802872756
CV-GE-B7,2019-NEH2,Process-MK,170,2.575106444219043,2.2450303770535607,-1.966584589422728,0.22470825194564192
CV-GE-B7,2019-NEH2,Reproductive-transition,170,2.3242437367744,1.9903716213013989,-1.4167387390216537,0.2316725690961277
CV-GE-B7,2019-NEH2,Stage-MK,170,2.0154588621295035,1.6854547437884932,-0.8172481743977704,0.2111466219625665
CV-GE-B7,2019-NEH2,Thermal,170,1.7556020749749492,1.417484491832841,-0.3788548020381417,0.20904470096938174
CV-GE-B7,2019-NEH2,Thermal+water-MK,170,3.274847143045603,2.9688994079311066,-3.7978695123739037,0.22257746678106297
CV-GE-B7,2019-NEH2,Vegetative,170,2.545337474252128,2.206195192438256,-1.8983919050111053,0.20402089422184735
CV-GE-B7,2019-NEH2,Water-soil,170,2.455392401020196,2.122380783507321,-1.697169126922922,0.23739900930902433
CV-GE-B7,2019-NEH2L,All-nonleaky,174,2.3942424531873026,1.8137919521699757,-0.22368036285828996,0.1347411971799903
CV-GE-B7,2019-NEH2L,B6R-all-EC-reference,174,2.3701141112776973,1.79678184060165,-0.1991409893267262,0.13492569086800021
CV-GE-B7,2019-NEH2L,Canopy-growth,174,2.308199347853779,1.7497898282126516,-0.13730870782421434,0.19383810550038952
CV-GE-B7,2019-NEH2L,Grain-fill-maturity,174,2.613273256801045,1.9841271555594708,-0.4578115425737843,0.16423340338497117
CV-GE-B7,2019-NEH2L,Process-MK,174,2.3054308786276128,1.8457350930466627,-0.13458215308959676,0.13309380607871113
CV-GE-B7,2019-NEH2L,Reproductive-transition,174,3.2368685382148294,2.62435200033224,-1.2365667240791711,0.1730970536645857
CV-GE-B7,2019-NEH2L,Stage-MK,174,5.463842490575494,5.101640351943086,-5.372767566060553,0.09573403524866272
CV-GE-B7,2019-NEH2L,Thermal,174,2.5668666209450874,1.944467272826183,-0.40649548192309415,0.15299177988734441
CV-GE-B7,2019-NEH2L,Thermal+water-MK,174,2.1515316248878125,1.7031362675777153,0.01184014900568453,0.17177782368958155
CV-GE-B7,2019-NEH2L,Vegetative,174,2.446612235743879,1.9769551405096373,-0.2777974675425947,0.12585663106900347
CV-GE-B7,2019-NEH2L,Water-soil,174,2.248894006832219,1.71419958254992,-0.07961699017231338,0.15250408026613563
CV-GE-B7,2019-NYH1,All-nonleaky,201,2.7499263418585396,2.403992392781762,-2.770154773558946,0.1684698354368805
CV-GE-B7,2019-NYH1,B6R-all-EC-reference,201,2.7607006481635232,2.414862405852699,-2.799755842198992,0.16432415432182637
CV-GE-B7,2019-NYH1,Canopy-growth,201,1.4689067172184853,1.116114037649204,-0.07573547467523101,0.18106292191886325
CV-GE-B7,2019-NYH1,Grain-fill-maturity,201,2.3350892405235957,1.9465385733577474,-1.7184667311628186,0.10028185142346924
CV-GE-B7,2019-NYH1,Process-MK,201,1.4318762180941746,1.1205220889056853,-0.022181482018488463,0.11008896938154768
CV-GE-B7,2019-NYH1,Reproductive-transition,201,2.25147626208456,1.8781888463386023,-1.5272709296935374,0.19430091828291912
CV-GE-B7,2019-NYH1,Stage-MK,201,2.4772361641182647,2.099446300841709,-2.059510020295038,0.15996268670920552
CV-GE-B7,2019-NYH1,Thermal,201,2.658543031654523,2.3047789877174076,-2.5237447800218193,0.16977457012716812
CV-GE-B7,2019-NYH1,Thermal+water-MK,201,2.765954500537193,2.4201828077798306,-2.8142321326739834,0.19712987187383696
CV-GE-B7,2019-NYH1,Vegetative,201,1.5356637629901848,1.161631716236631,-0.1757346831399429,0.1863870979841101
CV-GE-B7,2019-NYH1,Water-soil,201,2.9099366923568963,2.572379054475403,-3.22166860116097,0.17904717303501017
CV-GE-B7,2019-NYH2,All-nonleaky,402,3.332896864233151,2.9446111114093765,-2.3954519087298345,0.08288886979548828
CV-GE-B7,2019-NYH2,B6R-all-EC-reference,402,3.2511859353277686,2.8600435715587578,-2.231003655117563,0.08441114548588577
CV-GE-B7,2019-NYH2,Canopy-growth,402,4.129334141193836,3.7785112820209363,-4.212113784892949,0.07917526770631228
CV-GE-B7,2019-NYH2,Grain-fill-maturity,402,3.0845373656526585,2.6858223813618944,-1.9082645228953763,0.06823898722199098
CV-GE-B7,2019-NYH2,Process-MK,402,4.42189590640483,4.082102027934479,-4.976829459454878,0.06229651232696706
CV-GE-B7,2019-NYH2,Reproductive-transition,402,2.4763283228684987,2.078410641070432,-0.8744345648115133,0.07974167319870694
CV-GE-B7,2019-NYH2,Stage-MK,402,2.1768113519632966,1.7904289422228878,-0.44842303000733486,0.06823333472314101
CV-GE-B7,2019-NYH2,Thermal,402,3.2361907325294417,2.8399846385693124,-2.2012681519045145,0.07370706875961015
CV-GE-B7,2019-NYH2,Thermal+water-MK,402,3.5487076576209717,3.162781113776938,-2.8494109877229756,0.06931362934934379
CV-GE-B7,2019-NYH2,Vegetative,402,4.258090966998548,3.911274176365224,-4.542219278036245,0.08119840965756081
CV-GE-B7,2019-NYH2,Water-soil,402,3.7136484383034243,3.34165060968579,-3.215561309390922,0.07682711805738275
CV-GE-B7,2019-NYH3,All-nonleaky,573,2.8471959897541965,2.377149069889413,-0.8769495240236371,0.10911757251402425
CV-GE-B7,2019-NYH3,B6R-all-EC-reference,573,2.850201991012783,2.379991905232966,-0.8809148927973014,0.10748597934613806
CV-GE-B7,2019-NYH3,Canopy-growth,573,2.7514182769120494,2.2872436742377986,-0.7527949067886488,0.09841651706746611
CV-GE-B7,2019-NYH3,Grain-fill-maturity,573,2.9631258848298887,2.4893560100709853,-1.0329096227287842,0.09968101672258553
CV-GE-B7,2019-NYH3,Process-MK,573,2.598182177725378,2.1386754540259734,-0.5629931176399983,0.11530154052007147
CV-GE-B7,2019-NYH3,Reproductive-transition,573,2.371916222063845,1.9159215704989963,-0.30261644774763896,0.10415098846471452
CV-GE-B7,2019-NYH3,Stage-MK,573,2.1245696240107264,1.6714621226162536,-0.0451047043318058,0.11074960912877461
CV-GE-B7,2019-NYH3,Thermal,573,3.3690763802836345,2.8890624414629293,-1.628086049141983,0.09465536540329694
CV-GE-B7,2019-NYH3,Thermal+water-MK,573,3.035820069657693,2.5584094867075695,-1.1338796531419755,0.10425012204086515
CV-GE-B7,2019-NYH3,Vegetative,573,4.277412775892572,3.8270596583891683,-3.236236437324992,0.09162671303290992
CV-GE-B7,2019-NYH3,Water-soil,573,2.816557530946811,2.3472495651666163,-0.8367714488094455,0.10632254671221807
CV-GE-B7,2019-OHH1,All-nonleaky,367,3.262131214314988,2.974402452431633,-2.7630295043307513,0.09540062282293266
CV-GE-B7,2019-OHH1,B6R-all-EC-reference,367,3.2124243453529635,2.9222598076585706,-2.649224557181775,0.0938070276162253
CV-GE-B7,2019-OHH1,Canopy-growth,367,3.0688942205504866,2.7710378268178726,-2.3304169659625495,0.09578307594228913
CV-GE-B7,2019-OHH1,Grain-fill-maturity,367,2.457385248740197,2.133323180242277,-1.1354099675139593,0.07827930813363089
CV-GE-B7,2019-OHH1,Process-MK,367,2.397400828470076,2.079491828114094,-1.0324322324986084,0.10934044781506622
CV-GE-B7,2019-OHH1,Reproductive-transition,367,2.8895529123730053,2.5821952017308702,-1.9525419353638305,0.08218486932113495
CV-GE-B7,2019-OHH1,Stage-MK,367,4.351518928888986,4.097124453192743,-5.6960166626421005,0.08506345428887804
CV-GE-B7,2019-OHH1,Thermal,367,2.0341157002324097,1.6788089880936579,-0.4631406470040591,0.06500096409413209
CV-GE-B7,2019-OHH1,Thermal+water-MK,367,2.382407954070928,2.059381056027819,-1.007090856231807,0.07925422526986654
CV-GE-B7,2019-OHH1,Vegetative,367,2.905909575631124,2.596784334389031,-1.9860629830265863,0.07202063260090753
CV-GE-B7,2019-OHH1,Water-soil,367,3.1103545328502116,2.8152598867693635,-2.4210117135657687,0.08171956518487795
CV-GE-B7,2019-SCH1,All-nonleaky,365,4.851431766209804,4.750506647057014,-23.571488563952066,0.1518262009462802
CV-GE-B7,2019-SCH1,B6R-all-EC-reference,365,4.847238313884043,4.7462967915723775,-23.529029002096586,0.1532199413535325
CV-GE-B7,2019-SCH1,Canopy-growth,365,4.342163320791994,4.227407637425582,-18.683572357000102,0.13973584744206682
CV-GE-B7,2019-SCH1,Grain-fill-maturity,365,5.331242211582523,5.236889544316451,-28.672110677267636,0.14361324973031167
CV-GE-B7,2019-SCH1,Process-MK,365,2.9517269905104664,2.7849184250672065,-8.095864563244536,0.1541824748887083
CV-GE-B7,2019-SCH1,Reproductive-transition,365,4.715222629827055,4.606322106007945,-22.211115774522632,0.09719817072125828
CV-GE-B7,2019-SCH1,Stage-MK,365,5.489777509729384,5.399739771411129,-30.46307021596203,0.1326549000383902
CV-GE-B7,2019-SCH1,Thermal,365,5.178901504071942,5.078492613099311,-27.000572750793104,0.13300647985115532
CV-GE-B7,2019-SCH1,Thermal+water-MK,365,4.071103777934032,3.948019241044883,-16.30278290073919,0.15088763097598995
CV-GE-B7,2019-SCH1,Vegetative,365,5.946592827868787,5.86184641341569,-35.91713737076274,0.12177316902326628
CV-GE-B7,2019-SCH1,Water-soil,365,4.627349713013684,4.521807234645808,-21.354052029989585,0.16232404557366767
CV-GE-B7,2019-TXH1,All-nonleaky,571,1.9106239374900156,1.540111986374929,-0.18228886534947475,0.017175445211786253
CV-GE-B7,2019-TXH1,B6R-all-EC-reference,571,1.9209360300228084,1.5530721979047248,-0.19508549493139493,0.01807393964742883
CV-GE-B7,2019-TXH1,Canopy-growth,571,1.9415205316962525,1.5731282020744557,-0.22083548917696816,0.00031966712241381757
CV-GE-B7,2019-TXH1,Grain-fill-maturity,571,1.7898665330636652,1.3603978481621903,-0.037562974940097194,0.007632745751345783
CV-GE-B7,2019-TXH1,Process-MK,571,1.7746381261182869,1.3277344872914145,-0.019982652712911886,0.018653437810915687
CV-GE-B7,2019-TXH1,Reproductive-transition,571,1.8812137052870748,1.4998785739098304,-0.1461710596431245,0.0196842837928029
CV-GE-B7,2019-TXH1,Stage-MK,571,1.7872348547061414,1.373627051320728,-0.03451411671964322,0.05024126890368907
CV-GE-B7,2019-TXH1,Thermal,571,1.7949482375539632,1.3471708127214679,-0.04346293806377455,0.021087891837519447
CV-GE-B7,2019-TXH1,Thermal+water-MK,571,1.7951862002555117,1.3236294014781276,-0.04373962762380734,0.015529933674852104
CV-GE-B7,2019-TXH1,Vegetative,571,1.780347060049476,1.3361104439899285,-0.026555688286302725,0.0364138305128596
CV-GE-B7,2019-TXH1,Water-soil,571,1.782481707152997,1.351569962975043,-0.029018857280001864,0.01598460349134032
CV-GE-B7,2019-TXH2,All-nonleaky,438,1.5215748067956787,1.229948499592756,-0.1397126401532598,0.0010669190095148047
CV-GE-B7,2019-TXH2,B6R-all-EC-reference,438,1.5236350175278905,1.2315056441330539,-0.14280106910177626,0.0023093064650505516
CV-GE-B7,2019-TXH2,Canopy-growth,438,1.5069295149250235,1.221355507097963,-0.11787855618534127,-0.02649559954324135
CV-GE-B7,2019-TXH2,Grain-fill-maturity,438,1.6596506879775819,1.3413346167095153,-0.35594516774542484,-0.009049801406042413
CV-GE-B7,2019-TXH2,Process-MK,438,1.59453691282769,1.2874023141257485,-0.25163558489770943,-0.012468387113725941
CV-GE-B7,2019-TXH2,Reproductive-transition,438,1.8520002572665357,1.4987707682642484,-0.6884602173365164,-0.010074529646036843
CV-GE-B7,2019-TXH2,Stage-MK,438,1.7202865936151683,1.3864508498026429,-0.4568349668119791,-0.007284521076804908
CV-GE-B7,2019-TXH2,Thermal,438,1.5955057425684702,1.2831159179738252,-0.2531570174338471,0.003344859440699644
CV-GE-B7,2019-TXH2,Thermal+water-MK,438,1.514112039120696,1.2184060904154739,-0.1285603094912633,-0.005863343519187298
CV-GE-B7,2019-TXH2,Vegetative,438,1.564863622429473,1.266242159106866,-0.20548479471264725,-0.003786059260883168
CV-GE-B7,2019-TXH2,Water-soil,438,1.4755783290747806,1.1903114455122834,-0.07184820225765765,0.0008135065119757005
CV-GE-B7,2019-TXH3,All-nonleaky,445,1.6150296649349478,1.2726612486374747,-0.11694723788730554,0.0371715765362736
CV-GE-B7,2019-TXH3,B6R-all-EC-reference,445,1.647389266152591,1.2996837927033027,-0.1621551593950623,0.038214570046884035
CV-GE-B7,2019-TXH3,Canopy-growth,445,1.6266025619011997,1.2844884536620178,-0.13301211761920895,0.0210301493353275
CV-GE-B7,2019-TXH3,Grain-fill-maturity,445,2.199327883119753,1.8068960460861345,-1.0713410456905845,0.04364587928067706
CV-GE-B7,2019-TXH3,Process-MK,445,1.5489601235607715,1.2140949803382932,-0.027429723228613145,0.017347054854141116
CV-GE-B7,2019-TXH3,Reproductive-transition,445,1.6242572347987374,1.2782425741975656,-0.12974719184293404,0.0042174253160658995
CV-GE-B7,2019-TXH3,Stage-MK,445,1.5433890932786327,1.207702114812518,-0.02005245282086565,0.021787679067049502
CV-GE-B7,2019-TXH3,Thermal,445,1.592272514639801,1.2384275463208554,-0.08569152507025324,0.021593135491743895
CV-GE-B7,2019-TXH3,Thermal+water-MK,445,1.5872750262767858,1.2427745799402687,-0.07888714184540224,0.00959701914858367
CV-GE-B7,2019-TXH3,Vegetative,445,1.70289654748235,1.34407715599335,-0.24179006430453942,0.025945851285453264
