environment,year,city,horizon,issuance_date,planting_date,uses_current_year_realized_weather,max_current_year_weather_date_used,uses_future_weather,uses_observed_phenology,historical_weather_years_used,plant_population_proxy,ssurgo_available,ssurgo_mukey,ssurgo_mapunit,ssurgo_component,wx_t2m,wx_t2m_min,wx_t2m_max,wx_prectotcorr,wx_allsky_sfc_sw_dwn,wx_rh2m,wx_ws2m,wx_n_days
2016-NEH1,2016,Mead,T0_preseason,2016-05-06,2016-05-06,False,,False,False,10,,True,1691417,"Filbert silt loam, 0 to 1 percent slopes",Filbert,20.738918032786888,0.52,41.84,2597.7700000000004,13516.91,70.65262295081968,3.265606557377049,610
2016-NEH1,2016,Mead,T1_30DAP,2016-06-05,2016-05-06,True,2016-06-05,False,False,0,,True,1691417,"Filbert silt loam, 0 to 1 percent slopes",Filbert,17.47806451612903,1.8,28.61,159.84000000000003,715.0400000000001,74.64193548387095,3.015483870967742,31
2016-NEH1,2016,Mead,T2_60DAP_reproductive_window_proxy,2016-07-05,2016-05-06,True,2016-07-05,False,False,0,,True,1691417,"Filbert silt loam, 0 to 1 percent slopes",Filbert,20.744098360655745,1.8,34.73,246.17000000000004,1463.57,74.68065573770492,2.854590163934426,61
2016-NEH4,2016,Mead,T0_preseason,2016-06-07,2016-06-07,False,,False,False,10,,True,1691417,"Filbert silt loam, 0 to 1 percent slopes",Filbert,24.72367213114754,8.71,43.07,1926.18,14097.52,68.32377049180327,2.732639344262295,610
2016-NEH4,2016,Mead,T1_30DAP,2016-07-07,2016-06-07,True,2016-07-07,False,False,0,,True,1691417,"Filbert silt loam, 0 to 1 percent slopes",Filbert,24.379677419354838,11.26,34.73,118.53,772.11,75.52870967741937,2.6367741935483875,31
2016-NEH4,2016,Mead,T2_60DAP_reproductive_window_proxy,2016-08-06,2016-06-07,True,2016-08-06,False,False,0,,True,1691417,"Filbert silt loam, 0 to 1 percent slopes",Filbert,24.999999999999996,11.26,37.69,196.04,1470.24,73.9444262295082,2.594098360655738,61
2016-NYH1,2016,Aurora,T0_preseason,2016-05-19,2016-05-19,False,,False,False,10,,True,289425,"Kendaia and Lyons soils, 0 to 3 percent slopes",Kendaia,19.312573770491806,-1.03,36.24,1955.9700000000003,12848.95,73.52668852459016,0.262983606557377,610
2016-NYH1,2016,Aurora,T1_30DAP,2016-06-18,2016-05-19,True,2016-06-18,False,False,0,,True,289425,"Kendaia and Lyons soils, 0 to 3 percent slopes",Kendaia,18.077096774193553,3.51,31.31,45.27,701.46,69.04419354838711,0.2835483870967742,31
2016-NYH1,2016,Aurora,T2_60DAP_reproductive_window_proxy,2016-07-18,2016-05-19,True,2016-07-18,False,False,0,,True,289425,"Kendaia and Lyons soils, 0 to 3 percent slopes",Kendaia,20.295737704918032,3.51,33.53,80.97,1392.0400000000002,64.2772131147541,0.27573770491803284,61
2016-NYH2,2016,Aurora,T0_preseason,2016-05-10,2016-05-10,False,,False,False,10,,True,289444,"Lima silt loam, 3 to 8 percent slopes",Lima,17.98154098360656,-2.32,36.24,2048.21,12571.240000000002,74.30898360655738,0.26518032786885243,610
2016-NYH2,2016,Aurora,T1_30DAP,2016-06-09,2016-05-10,True,2016-06-09,False,False,0,,True,289444,"Lima silt loam, 3 to 8 percent slopes",Lima,15.943870967741937,0.49,31.17,50.35999999999999,652.8899999999999,71.48709677419355,0.29387096774193544,31
2016-NYH2,2016,Aurora,T2_60DAP_reproductive_window_proxy,2016-07-09,2016-05-10,True,2016-07-09,False,False,0,,True,289444,"Lima silt loam, 3 to 8 percent slopes",Lima,18.44344262295082,0.49,33.53,75.01,1382.69,65.38344262295082,0.29114754098360657,61
2016-NYH2L,2016,Aurora,T0_preseason,2016-05-10,2016-05-10,False,,False,False,10,,True,289444,"Lima silt loam, 3 to 8 percent slopes",Lima,17.98154098360656,-2.32,36.24,2048.21,12571.240000000002,74.30898360655738,0.26518032786885243,610
2016-NYH2L,2016,Aurora,T1_30DAP,2016-06-09,2016-05-10,True,2016-06-09,False,False,0,,True,289444,"Lima silt loam, 3 to 8 percent slopes",Lima,15.943870967741937,0.49,31.17,50.35999999999999,652.8899999999999,71.48709677419355,0.29387096774193544,31
2016-NYH2L,2016,Aurora,T2_60DAP_reproductive_window_proxy,2016-07-09,2016-05-10,True,2016-07-09,False,False,0,,True,289444,"Lima silt loam, 3 to 8 percent slopes",Lima,18.44344262295082,0.49,33.53,75.01,1382.69,65.38344262295082,0.29114754098360657,61
2016-TXH1,2016,College Station,T0_preseason,2016-03-04,2016-03-04,False,,False,False,10,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,18.325950819672126,-4.49,36.27,1676.2200000000003,11095.42,75.09967213114754,2.6629508196721314,610
2016-TXH1,2016,College Station,T1_30DAP,2016-04-03,2016-03-04,True,2016-04-03,False,False,0,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,16.88967741935484,1.47,27.94,136.00000000000003,549.2,80.35354838709678,2.510967741935484,31
2016-TXH1,2016,College Station,T2_60DAP_reproductive_window_proxy,2016-05-03,2016-03-04,True,2016-05-03,False,False,0,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,18.679180327868853,1.47,30.16,358.37,1104.8799999999997,80.64049180327866,2.3786885245901637,61
2016-TXH2,2016,College Station,T0_preseason,2016-04-28,2016-04-28,False,,False,False,10,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,25.949704918032786,6.33,42.05,2011.7,13794.380000000001,70.41847540983608,2.36727868852459,610
2016-TXH2,2016,College Station,T1_30DAP,2016-05-28,2016-04-28,True,2016-05-28,False,False,0,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,22.650322580645156,11.46,30.72,322.89,575.6300000000001,84.9390322580645,2.330322580645162,31
2016-TXH2,2016,College Station,T2_60DAP_reproductive_window_proxy,2016-06-27,2016-04-28,True,2016-06-27,False,False,0,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,24.353278688524593,11.46,32.99,410.68,1290.85,84.66803278688525,1.9880327868852457,61
2016-WIH1,2016,Madison,T0_preseason,2016-05-09,2016-05-09,False,,False,False,10,,True,753559,"Plano silt loam, gravelly substratum, 0 to 2 percent slopes",Plano,18.31083606557377,-0.82,40.81,2335.71,13065.7,76.83245901639344,2.954491803278688,610
2016-WIH1,2016,Madison,T1_30DAP,2016-06-08,2016-05-09,True,2016-06-08,False,False,0,,True,753559,"Plano silt loam, gravelly substratum, 0 to 2 percent slopes",Plano,15.891612903225806,-2.16,26.16,87.27999999999999,682.25,77.01193548387094,2.8764516129032254,31
2016-WIH1,2016,Madison,T2_60DAP_reproductive_window_proxy,2016-07-08,2016-05-09,True,2016-07-08,False,False,0,,True,753559,"Plano silt loam, gravelly substratum, 0 to 2 percent slopes",Plano,18.458196721311474,-2.16,29.46,226.17,1406.1799999999998,77.73311475409837,2.7101639344262303,61
2016-WIH2,2016,Arlington,T0_preseason,2016-05-24,2016-05-24,False,,False,False,10,,True,423332,"Plano silt loam, till substratum, 0 to 2 percent slopes",Plano,20.27155737704918,1.04,40.03,2424.8900000000003,13349.31,75.21426229508197,2.6972622950819676,610
2016-WIH2,2016,Arlington,T1_30DAP,2016-06-23,2016-05-24,True,2016-06-23,False,False,0,,True,423332,"Plano silt loam, till substratum, 0 to 2 percent slopes",Plano,19.76129032258065,7.43,29.4,141.04999999999998,708.81,79.38903225806452,2.7487096774193547,31
2016-WIH2,2016,Arlington,T2_60DAP_reproductive_window_proxy,2016-07-23,2016-05-24,True,2016-07-23,False,False,0,,True,423332,"Plano silt loam, till substratum, 0 to 2 percent slopes",Plano,20.805245901639346,7.43,31.24,265.22,1412.32,78.52606557377048,2.682131147540984,61
2017-COH1,2017,Fort Collins,T0_preseason,2017-05-31,2017-05-31,False,,False,False,10,,True,497682,"Fort Collins loam, 0 to 3 percent slopes",Fort Collins,21.78137704918033,2.67,38.81,1049.97,15754.91,44.820557377049184,2.1837377049180327,610
2017-COH1,2017,Fort Collins,T1_30DAP,2017-06-30,2017-05-31,True,2017-06-30,False,False,0,,True,497682,"Fort Collins loam, 0 to 3 percent slopes",Fort Collins,20.68935483870968,7.17,35.98,14.789999999999997,823.35,42.81935483870967,2.2967741935483867,31
2017-COH1,2017,Fort Collins,T2_60DAP_reproductive_window_proxy,2017-07-30,2017-05-31,True,2017-07-30,False,False,0,,True,497682,"Fort Collins loam, 0 to 3 percent slopes",Fort Collins,22.429508196721308,7.17,36.9,56.18,1551.48,43.27262295081968,2.1295081967213116,61
2017-DEH1,2017,Georgetown,T0_preseason,2017-04-28,2017-04-28,False,,False,False,10,,True,1603440,"Klej loamy sand, 0 to 2 percent slopes",Klej,20.168327868852458,3.4,37.09,1962.4499999999998,13202.59,77.51372131147541,2.835622950819672,610
2017-DEH1,2017,Georgetown,T1_30DAP,2017-05-28,2017-04-28,True,2017-05-28,False,False,0,,True,1603440,"Klej loamy sand, 0 to 2 percent slopes",Klej,17.57548387096774,7.17,30.29,147.61,640.07,78.04612903225808,3.504838709677419,31
2017-DEH1,2017,Georgetown,T2_60DAP_reproductive_window_proxy,2017-06-27,2017-04-28,True,2017-06-27,False,False,0,,True,1603440,"Klej loamy sand, 0 to 2 percent slopes",Klej,20.176065573770487,7.17,32.21,205.61,1324.0900000000001,76.83672131147542,3.1188524590163937,61
2017-GAH1,2017,Tifton,T0_preseason,2017-04-04,2017-04-04,False,,False,False,10,,True,324953,"Tifton loamy sand, 2 to 5 percent slopes",Tifton,21.17740983606557,0.2,38.84,1744.6399999999999,13685.44,73.87760655737705,2.440016393442623,610
2017-GAH1,2017,Tifton,T1_30DAP,2017-05-04,2017-04-04,True,2017-05-04,False,False,0,,True,324953,"Tifton loamy sand, 2 to 5 percent slopes",Tifton,20.940322580645166,5.22,33.26,90.56,703.1099999999999,69.06838709677419,2.515806451612903,31
2017-GAH1,2017,Tifton,T2_60DAP_reproductive_window_proxy,2017-06-03,2017-04-04,True,2017-06-03,False,False,0,,True,324953,"Tifton loamy sand, 2 to 5 percent slopes",Tifton,22.33491803278688,5.22,35.05,195.93,1402.25,68.19754098360656,2.448524590163934,61
2017-GAH2,2017,Watkinsville,T0_preseason,2017-05-02,2017-05-02,False,,False,False,10,,True,2580506,"Wickham sandy loam, 2 to 6 percent slopes, rarely flooded",Wickham,24.217573770491803,5.06,44.51,1651.94,14051.220000000001,71.34131147540984,0.08804918032786885,610
2017-GAH2,2017,Watkinsville,T1_30DAP,2017-06-01,2017-05-02,True,2017-06-01,False,False,0,,True,2580506,"Wickham sandy loam, 2 to 6 percent slopes, rarely flooded",Wickham,22.13,7.85,35.91,117.66999999999999,688.6400000000002,69.75387096774195,0.09387096774193547,31
2017-GAH2,2017,Watkinsville,T2_60DAP_reproductive_window_proxy,2017-07-01,2017-05-02,True,2017-07-01,False,False,0,,True,2580506,"Wickham sandy loam, 2 to 6 percent slopes, rarely flooded",Wickham,23.687377049180323,7.85,36.54,255.37,1311.79,71.71213114754097,0.09278688524590163,61
2017-IAH4,2017,Ames,T0_preseason,2017-05-07,2017-05-07,False,,False,False,10,,True,2765537,"Clarion loam, Bemis moraine, 2 to 6 percent slopes",Clarion,19.702704918032783,-0.65,39.8,2648.8099999999995,13177.32,74.99626229508196,3.033967213114754,610
2017-IAH4,2017,Ames,T1_30DAP,2017-06-06,2017-05-07,True,2017-06-06,False,False,0,,True,2765537,"Clarion loam, Bemis moraine, 2 to 6 percent slopes",Clarion,17.644193548387097,5.86,31.0,93.63,718.0,71.5583870967742,3.2699999999999996,31
2017-IAH4,2017,Ames,T2_60DAP_reproductive_window_proxy,2017-07-06,2017-05-07,True,2017-07-06,False,False,0,,True,2765537,"Clarion loam, Bemis moraine, 2 to 6 percent slopes",Clarion,20.244590163934422,5.86,34.09,167.92999999999995,1493.5199999999998,69.1927868852459,3.1559016393442625,61
2017-ILH1,2017,Urbana,T0_preseason,2017-04-26,2017-04-26,False,,False,False,10,,True,242966,"Catlin silt loam, 2 to 5 percent slopes",Catlin,19.23834426229508,-0.24,34.94,2579.33,12616.269999999999,77.61696721311476,3.0114426229508195,610
2017-ILH1,2017,Urbana,T1_30DAP,2017-05-26,2017-04-26,True,2017-05-26,False,False,0,,True,242966,"Catlin silt loam, 2 to 5 percent slopes",Catlin,15.761612903225808,3.04,29.39,222.96999999999994,551.2499999999999,78.91,3.764516129032259,31
2017-ILH1,2017,Urbana,T2_60DAP_reproductive_window_proxy,2017-06-25,2017-04-26,True,2017-06-25,False,False,0,,True,242966,"Catlin silt loam, 2 to 5 percent slopes",Catlin,18.876885245901637,3.04,32.04,274.68999999999994,1344.0599999999997,75.87049180327868,3.2836065573770497,61
2017-INH1,2017,West Lafayette,T0_preseason,2017-05-16,2017-05-16,False,,False,False,10,,True,163904,Chalmers silty clay loam,Chalmers,21.16965573770492,2.28,40.52,2393.66,13567.44,77.8366393442623,2.6271967213114755,610
2017-INH1,2017,West Lafayette,T1_30DAP,2017-06-15,2017-05-16,True,2017-06-15,False,False,0,,True,163904,Chalmers silty clay loam,Chalmers,20.084516129032256,7.39,31.15,115.96,720.17,76.60967741935482,3.109032258064516,31
2017-INH1,2017,West Lafayette,T2_60DAP_reproductive_window_proxy,2017-07-15,2017-05-16,True,2017-07-15,False,False,0,,True,163904,Chalmers silty clay loam,Chalmers,21.18639344262295,7.39,31.15,289.98,1397.9199999999998,78.0255737704918,2.8718032786885246,61
2017-MIH1,2017,East Lansing,T0_preseason,2017-05-22,2017-05-22,False,,False,False,10,,True,3117279,"Conover loam, 0 to 4 percent slopes",Conover,20.044754098360656,0.25,38.68,1879.5900000000001,13614.100000000002,75.55696721311476,2.6257377049180324,610
2017-MIH1,2017,East Lansing,T1_30DAP,2017-06-21,2017-05-22,True,2017-06-21,False,False,0,,True,3117279,"Conover loam, 0 to 4 percent slopes",Conover,18.276451612903223,6.95,29.91,52.290000000000006,703.2,78.9416129032258,2.810967741935484,31
2017-MIH1,2017,East Lansing,T2_60DAP_reproductive_window_proxy,2017-07-21,2017-05-22,True,2017-07-21,False,False,0,,True,3117279,"Conover loam, 0 to 4 percent slopes",Conover,19.659344262295082,6.95,31.1,140.56,1378.7200000000005,78.10098360655739,2.7131147540983607,61
2017-MNH1,2017,Waseca,T0_preseason,2017-05-10,2017-05-10,False,,False,False,10,,True,455434,"Nicollet clay loam, 1 to 3 percent slopes",Nicollet,18.969245901639344,-3.38,39.56,2275.26,13114.98,72.17131147540984,3.1455081967213117,610
2017-MNH1,2017,Waseca,T1_30DAP,2017-06-09,2017-05-10,True,2017-06-09,False,False,0,,True,455434,"Nicollet clay loam, 1 to 3 percent slopes",Nicollet,16.266774193548386,4.3,29.35,95.81999999999998,673.05,74.3658064516129,3.041612903225807,31
2017-MNH1,2017,Waseca,T2_60DAP_reproductive_window_proxy,2017-07-09,2017-05-10,True,2017-07-09,False,False,0,,True,455434,"Nicollet clay loam, 1 to 3 percent slopes",Nicollet,18.30213114754098,4.3,32.12,213.56,1352.9399999999998,74.80147540983607,3.000327868852459,61
2017-NYH1,2017,Aurora,T0_preseason,2017-05-20,2017-05-20,False,,False,False,10,,True,289443,"Lima silt loam, 0 to 3 percent slopes",Lima,19.625262295081967,-1.03,36.24,1779.2199999999998,13052.279999999999,72.3258524590164,0.2632295081967213,610
2017-NYH1,2017,Aurora,T1_30DAP,2017-06-19,2017-05-20,True,2017-06-19,False,False,0,,True,289443,"Lima silt loam, 0 to 3 percent slopes",Lima,17.17096774193548,6.59,29.26,123.61000000000001,622.6700000000001,79.08387096774192,0.26580645161290317,31
2017-NYH1,2017,Aurora,T2_60DAP_reproductive_window_proxy,2017-07-19,2017-05-20,True,2017-07-19,False,False,0,,True,289443,"Lima silt loam, 0 to 3 percent slopes",Lima,18.790655737704917,6.59,29.91,246.78000000000003,1254.4199999999998,78.44114754098361,0.26016393442622954,61
2017-NYH2,2017,Aurora,T0_preseason,2017-05-18,2017-05-18,False,,False,False,10,,True,289443,"Lima silt loam, 0 to 3 percent slopes",Lima,19.282245901639346,-1.03,36.24,1764.21,13051.2,72.41803278688525,0.26431147540983607,610
2017-NYH2,2017,Aurora,T1_30DAP,2017-06-17,2017-05-18,True,2017-06-17,False,False,0,,True,289443,"Lima silt loam, 0 to 3 percent slopes",Lima,16.943870967741937,6.59,29.26,105.92,631.5200000000001,78.96032258064515,0.26419354838709674,31
2017-NYH2,2017,Aurora,T2_60DAP_reproductive_window_proxy,2017-07-17,2017-05-18,True,2017-07-17,False,False,0,,True,289443,"Lima silt loam, 0 to 3 percent slopes",Lima,18.67508196721311,6.59,29.26,251.52,1243.8999999999996,78.68737704918034,0.25770491803278694,61
2017-NYH3,2017,Aurora,T0_preseason,2017-05-18,2017-05-18,False,,False,False,10,,True,289443,"Lima silt loam, 0 to 3 percent slopes",Lima,19.282245901639346,-1.03,36.24,1764.21,13051.2,72.41803278688525,0.26431147540983607,610
2017-NYH3,2017,Aurora,T1_30DAP,2017-06-17,2017-05-18,True,2017-06-17,False,False,0,,True,289443,"Lima silt loam, 0 to 3 percent slopes",Lima,16.943870967741937,6.59,29.26,105.92,631.5200000000001,78.96032258064515,0.26419354838709674,31
2017-NYH3,2017,Aurora,T2_60DAP_reproductive_window_proxy,2017-07-17,2017-05-18,True,2017-07-17,False,False,0,,True,289443,"Lima silt loam, 0 to 3 percent slopes",Lima,18.67508196721311,6.59,29.26,251.52,1243.8999999999996,78.68737704918034,0.25770491803278694,61
2017-TXH1-Dry,2017,College Station,T0_preseason,2017-03-03,2017-03-03,False,,False,False,10,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,18.01455737704918,-6.38,35.28,1900.06,11003.470000000001,76.1077213114754,2.642081967213115,610
2017-TXH1-Dry,2017,College Station,T1_30DAP,2017-04-02,2017-03-03,True,2017-04-02,False,False,0,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,18.576451612903227,3.14,29.08,98.75999999999999,515.09,80.98354838709675,2.612903225806451,31
2017-TXH1-Dry,2017,College Station,T2_60DAP_reproductive_window_proxy,2017-05-02,2017-03-03,True,2017-05-02,False,False,0,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,19.647868852459016,3.14,33.01,178.8,1151.9600000000003,77.5906557377049,2.5891803278688523,61
2017-TXH1-Early,2017,College Station,T0_preseason,2017-03-03,2017-03-03,False,,False,False,10,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,18.01455737704918,-6.38,35.28,1900.06,11003.470000000001,76.1077213114754,2.642081967213115,610
2017-TXH1-Early,2017,College Station,T1_30DAP,2017-04-02,2017-03-03,True,2017-04-02,False,False,0,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,18.576451612903227,3.14,29.08,98.75999999999999,515.09,80.98354838709675,2.612903225806451,31
2017-TXH1-Early,2017,College Station,T2_60DAP_reproductive_window_proxy,2017-05-02,2017-03-03,True,2017-05-02,False,False,0,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,19.647868852459016,3.14,33.01,178.8,1151.9600000000003,77.5906557377049,2.5891803278688523,61
2017-TXH1-Late,2017,College Station,T0_preseason,2017-04-06,2017-04-06,False,,False,False,10,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,22.63555737704918,0.96,39.93,2378.49,12631.68,73.85655737704919,2.5054754098360656,610
2017-TXH1-Late,2017,College Station,T1_30DAP,2017-05-06,2017-04-06,True,2017-05-06,False,False,0,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,20.932258064516127,7.75,33.01,85.26,665.6100000000001,72.54709677419355,2.5448387096774194,31
2017-TXH1-Late,2017,College Station,T2_60DAP_reproductive_window_proxy,2017-06-05,2017-04-06,True,2017-06-05,False,False,0,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,22.762295081967217,7.75,34.6,234.25000000000003,1268.7800000000002,73.12950819672132,2.4652459016393435,61
2017-TXH2,2017,College Station,T0_preseason,2017-05-03,2017-05-03,False,,False,False,10,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,26.321918032786883,6.33,42.67,2267.6800000000003,13790.55,71.99404918032786,2.2888852459016396,610
2017-TXH2,2017,College Station,T1_30DAP,2017-06-02,2017-05-03,True,2017-06-02,False,False,0,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,24.005161290322583,10.53,34.6,107.35,656.3200000000002,70.8974193548387,2.550967741935484,31
2017-TXH2,2017,College Station,T2_60DAP_reproductive_window_proxy,2017-07-02,2017-05-03,True,2017-07-02,False,False,0,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,25.803770491803277,10.53,37.38,201.43000000000004,1346.29,71.90918032786885,2.408688524590164,61
2017-WIH1,2017,Madison,T0_preseason,2017-05-05,2017-05-05,False,,False,False,10,,True,753560,"Plano silt loam, gravelly substratum, 2 to 6 percent slopes",Plano,17.75672131147541,-2.16,39.74,2329.8999999999996,13036.65,77.04580327868851,2.985147540983607,610
2017-WIH1,2017,Madison,T1_30DAP,2017-06-04,2017-05-05,True,2017-06-04,False,False,0,,True,753560,"Plano silt loam, gravelly substratum, 2 to 6 percent slopes",Plano,14.742258064516127,-0.21,28.16,100.28000000000002,644.4800000000001,78.99354838709677,3.101935483870968,31
2017-WIH1,2017,Madison,T2_60DAP_reproductive_window_proxy,2017-07-04,2017-05-05,True,2017-07-04,False,False,0,,True,753560,"Plano silt loam, gravelly substratum, 2 to 6 percent slopes",Plano,17.331147540983608,-0.21,29.1,268.73999999999995,1329.97,79.69147540983607,3.058196721311475,61
2017-WIH2,2017,Arlington,T0_preseason,2017-05-11,2017-05-11,False,,False,False,10,,True,423332,"Plano silt loam, till substratum, 0 to 2 percent slopes",Plano,18.35577049180328,-2.38,40.03,2294.59,13319.730000000001,76.054,2.8708360655737706,610
2017-WIH2,2017,Arlington,T1_30DAP,2017-06-10,2017-05-11,True,2017-06-10,False,False,0,,True,423332,"Plano silt loam, till substratum, 0 to 2 percent slopes",Plano,16.036774193548386,3.0,27.94,87.83999999999999,678.2099999999999,78.55451612903227,3.0712903225806456,31
2017-WIH2,2017,Arlington,T2_60DAP_reproductive_window_proxy,2017-07-10,2017-05-11,True,2017-07-10,False,False,0,,True,423332,"Plano silt loam, till substratum, 0 to 2 percent slopes",Plano,18.05377049180328,3.0,29.09,268.35999999999996,1344.4599999999996,80.43967213114753,2.9386885245901637,61
2018-ARH2,2018,Keiser,T0_preseason,2018-04-19,2018-04-19,False,,False,False,10,,True,564359,Steele loamy sand,Steele,21.289590163934427,0.92,34.84,2945.71,13135.39,78.68450819672131,2.679081967213115,610
2018-ARH2,2018,Keiser,T1_30DAP,2018-05-19,2018-04-19,True,2018-05-19,False,False,0,,True,564359,Steele loamy sand,Steele,19.29451612903226,2.41,31.11,129.97,660.82,79.98548387096773,2.4374193548387093,31
2018-ARH2,2018,Keiser,T2_60DAP_reproductive_window_proxy,2018-06-18,2018-04-19,True,2018-06-18,False,False,0,,True,564359,Steele loamy sand,Steele,22.464590163934425,2.41,33.49,228.38000000000002,1406.1,79.0444262295082,2.051967213114754,61
2018-DEH1,2018,Georgetown,T0_preseason,2018-05-02,2018-05-02,False,,False,False,10,,True,1603413,"Hammonton loamy sand, 0 to 2 percent slopes, Northern Tidewater Area",Hammonton,20.88009836065574,3.4,37.09,2057.7300000000005,13429.41,77.15347540983606,2.8139016393442624,610
2018-DEH1,2018,Georgetown,T1_30DAP,2018-06-01,2018-05-02,True,2018-06-01,False,False,0,,True,1603413,"Hammonton loamy sand, 0 to 2 percent slopes, Northern Tidewater Area",Hammonton,20.323225806451614,8.22,28.86,194.66999999999996,601.64,83.9216129032258,2.7174193548387096,31
2018-DEH1,2018,Georgetown,T2_60DAP_reproductive_window_proxy,2018-07-01,2018-05-02,True,2018-07-01,False,False,0,,True,1603413,"Hammonton loamy sand, 0 to 2 percent slopes, Northern Tidewater Area",Hammonton,21.536065573770493,8.22,32.57,299.75000000000006,1283.8500000000001,82.85590163934427,2.5962295081967217,61
2018-IAH2,2018,Carroll,T0_preseason,2018-04-29,2018-04-29,False,,False,False,10,,True,2765524,"Clarion loam, Bemis moraine, 2 to 6 percent slopes",Clarion,18.159590163934425,-3.19,38.94,2670.68,12977.63,73.16680327868852,3.342131147540983,610
2018-IAH2,2018,Carroll,T1_30DAP,2018-05-29,2018-04-29,True,2018-05-29,False,False,0,,True,2765524,"Clarion loam, Bemis moraine, 2 to 6 percent slopes",Clarion,18.94677419354839,2.33,34.77,94.20000000000002,631.8200000000002,72.80999999999999,3.0274193548387096,31
2018-IAH2,2018,Carroll,T2_60DAP_reproductive_window_proxy,2018-06-28,2018-04-29,True,2018-06-28,False,False,0,,True,2765524,"Clarion loam, Bemis moraine, 2 to 6 percent slopes",Clarion,20.925409836065576,2.33,34.77,306.74,1253.4200000000003,74.33032786885245,2.9734426229508206,61
2018-IAH4,2018,Ames,T0_preseason,2018-05-15,2018-05-15,False,,False,False,10,,True,2765537,"Clarion loam, Bemis moraine, 2 to 6 percent slopes",Clarion,20.88481967213115,0.34,39.8,2575.6000000000004,13504.419999999998,74.8557868852459,2.895459016393443,610
2018-IAH4,2018,Ames,T1_30DAP,2018-06-14,2018-05-15,True,2018-06-14,False,False,0,,True,2765537,"Clarion loam, Bemis moraine, 2 to 6 percent slopes",Clarion,22.958387096774192,10.53,35.88,128.02999999999997,720.7599999999998,71.11290322580645,2.469677419354839,31
2018-IAH4,2018,Ames,T2_60DAP_reproductive_window_proxy,2018-07-14,2018-05-15,True,2018-07-14,False,False,0,,True,2765537,"Clarion loam, Bemis moraine, 2 to 6 percent slopes",Clarion,23.61704918032787,10.53,35.88,301.96,1422.1599999999999,74.51049180327868,2.507540983606558,61
2018-ILH1,2018,Urbana,T0_preseason,2018-05-08,2018-05-08,False,,False,False,10,,True,242965,"Flanagan silt loam, 0 to 2 percent slopes",Flanagan,20.771983606557377,1.42,41.53,2586.05,13262.310000000001,77.48863934426228,2.816016393442623,610
2018-ILH1,2018,Urbana,T1_30DAP,2018-06-07,2018-05-08,True,2018-06-07,False,False,0,,True,242965,"Flanagan silt loam, 0 to 2 percent slopes",Flanagan,22.14483870967742,9.97,33.25,64.49000000000001,703.05,76.8458064516129,2.5348387096774196,31
2018-ILH1,2018,Urbana,T2_60DAP_reproductive_window_proxy,2018-07-07,2018-05-08,True,2018-07-07,False,False,0,,True,242965,"Flanagan silt loam, 0 to 2 percent slopes",Flanagan,23.294754098360652,9.97,33.25,249.58999999999997,1353.9800000000002,79.60049180327869,2.328688524590164,61
2018-INH1,2018,West Lafayette,T0_preseason,2018-05-07,2018-05-07,False,,False,False,10,,True,164263,"Raub-Brenton complex, 0 to 1 percent slopes",Raub,20.032098360655738,-0.3,40.48,2560.74,13204.06,78.02704918032786,2.8181967213114754,610
2018-INH1,2018,West Lafayette,T1_30DAP,2018-06-06,2018-05-07,True,2018-06-06,False,False,0,,True,164263,"Raub-Brenton complex, 0 to 1 percent slopes",Raub,20.899032258064516,7.82,33.54,67.25000000000001,702.47,77.79161290322583,2.7270967741935483,31
2018-INH1,2018,West Lafayette,T2_60DAP_reproductive_window_proxy,2018-07-06,2018-05-07,True,2018-07-06,False,False,0,,True,164263,"Raub-Brenton complex, 0 to 1 percent slopes",Raub,22.447213114754103,7.82,33.54,229.92000000000002,1339.3799999999999,80.06081967213115,2.475573770491803,61
2018-MIH1,2018,East Lansing,T0_preseason,2018-05-28,2018-05-28,False,,False,False,10,,True,186735,"Marlette fine sandy loam, 2 to 6 percent slopes",Marlette,20.517934426229505,0.25,38.68,1952.46,13525.67,76.12414754098361,2.5948360655737703,610
