regime,environment,test_year,model,n,rmse,mae,r2,correlation
CV-E-B10,2020-OHH1,2020,G+E_T0,396,2.4255221642330373,2.120721523120633,-2.6675272136305868,0.09518853071470407
CV-E-B10,2020-OHH1,2020,G+E_T1,396,1.9637481830200432,1.6457106752515633,-1.4039998842880204,0.08673796526938722
CV-E-B10,2020-OHH1,2020,G+E_T2,396,2.145823193506783,1.8279283094109182,-1.8704548507469805,0.08807208842521062
CV-E-B10,2020-SCH1,2020,G,398,4.781490032206331,4.600434095479076,-13.38964393763149,-0.009163319033299998
CV-E-B10,2020-SCH1,2020,G+E_T0,398,2.093435559251482,1.7947085246273635,-1.7583078279196993,0.037480750291703155
CV-E-B10,2020-SCH1,2020,G+E_T1,398,2.271286271492333,1.982017864409622,-2.246887864575081,0.034806142372008006
CV-E-B10,2020-SCH1,2020,G+E_T2,398,2.174947817449653,1.879938152515213,-1.9772905666414702,0.03532243238858958
CV-E-B10,2020-TXH1,2020,G,246,1.661318384269291,1.274691671227119,-0.003338322554169215,0.13042529915210418
CV-E-B10,2020-TXH1,2020,G+E_T0,246,1.8368492152503348,1.4597727838923666,-0.22655964678787344,0.07189410684281125
CV-E-B10,2020-TXH1,2020,G+E_T1,246,1.693825231370187,1.3100406590924007,-0.04298690107512826,0.03945420285098676
CV-E-B10,2020-TXH1,2020,G+E_T2,246,1.8202217472170732,1.4238109496649731,-0.20445410479870585,-0.03480377370833042
CV-E-B10,2020-TXH2,2020,G,245,2.6383803620970623,2.285521202037503,-1.8542958384924981,0.07240166100062305
CV-E-B10,2020-TXH2,2020,G+E_T0,245,1.6379356397230953,1.262851353037962,-0.1000637109246807,-0.06314675875703722
CV-E-B10,2020-TXH2,2020,G+E_T1,245,1.7009298444538161,1.337266820498374,-0.18630667869219142,-0.05956573520303941
CV-E-B10,2020-TXH2,2020,G+E_T2,245,1.6412811217108223,1.2613953331084555,-0.1045620583415865,-0.07867836814989464
CV-E-B10,2020-TXH3,2020,G,246,1.789860163860015,1.4554948263774898,-0.9453582955506881,-0.06108379903499481
CV-E-B10,2020-TXH3,2020,G+E_T0,246,1.3263337791712155,1.0690128463196729,-0.06823562566970653,-0.010628607575586403
CV-E-B10,2020-TXH3,2020,G+E_T1,246,1.3321208175028294,1.0747294159238319,-0.07757777926421272,-0.004279157826498396
CV-E-B10,2020-TXH3,2020,G+E_T2,246,1.322518238315562,1.067328049148124,-0.06209835607190195,0.0015006181268059715
CV-E-B10,2020-WIH1,2020,G,394,2.1893706473376544,1.7584832195419373,-0.09988822931573682,0.1761773618731687
CV-E-B10,2020-WIH1,2020,G+E_T0,394,2.0825222255963816,1.6629279185628292,0.004848362286646979,0.17622235044491333
CV-E-B10,2020-WIH1,2020,G+E_T1,394,2.0648567824026176,1.6262425738351123,0.02165993079045736,0.17442018433191142
CV-E-B10,2020-WIH1,2020,G+E_T2,394,2.0948113381276894,1.6356655443111268,-0.006931213438965189,0.17661824814382912
CV-E-B10,2020-WIH2,2020,G,1147,3.2062284240979415,2.6717126203696084,-0.4424103024316086,0.02998209055872624
CV-E-B10,2020-WIH2,2020,G+E_T0,1147,2.7331017121881254,2.3032280708035264,-0.0481211489948834,0.0403436423760589
CV-E-B10,2020-WIH2,2020,G+E_T1,1147,2.6997540196408263,2.247509053609933,-0.022700077197697954,0.04067755695340308
CV-E-B10,2020-WIH2,2020,G+E_T2,1147,2.7184931001581245,2.281804988458261,-0.03694653781514101,0.04697829054078616
CV-E-B10,2021-DEH1,2021,G,1138,2.2077580776978016,1.8128158798485272,-0.2831289958895047,0.3443937715149318
CV-E-B10,2021-DEH1,2021,G+E_T0,1138,2.129014692173934,1.7701220922600798,-0.19323139437940617,0.33029822396035846
CV-E-B10,2021-DEH1,2021,G+E_T1,1138,2.284327593292808,1.926271540188269,-0.3736754159518172,0.33555384829797735
CV-E-B10,2021-DEH1,2021,G+E_T2,1138,2.061923781191719,1.702755981892969,-0.11921254524228697,0.34960333430640234
CV-E-B10,2021-GAH2,2021,G,321,3.2207870780140024,2.564161136988694,-1.1191704563869571,0.09446845834700598
CV-E-B10,2021-GAH2,2021,G+E_T0,321,4.159671681094851,3.580595879932878,-2.5347602912459797,0.10793773383721894
CV-E-B10,2021-GAH2,2021,G+E_T1,321,3.775268607775646,3.1458512602550868,-1.9116393100038325,0.08060278463979688
CV-E-B10,2021-GAH2,2021,G+E_T2,321,4.234566449700741,3.655196879533297,-2.6631927003755913,0.04883835616467954
CV-E-B10,2021-IAH4,2021,G,1124,1.4328032994957614,1.130360256194418,0.18888917054525634,0.4763689867112318
CV-E-B10,2021-IAH4,2021,G+E_T0,1124,1.4443953672328633,1.1532887081754428,0.17571152521383815,0.43398654876599846
CV-E-B10,2021-IAH4,2021,G+E_T1,1124,1.442650905205777,1.1519508425479996,0.17770138428355142,0.4407421349036315
CV-E-B10,2021-IAH4,2021,G+E_T2,1124,1.467564563554099,1.1691278986789648,0.1490550072754495,0.4303500646803059
CV-E-B10,2021-ILH1,2021,G,402,1.9126595157148962,1.4868567966763522,-0.43727002518899494,-0.0866341201734158
CV-E-B10,2021-ILH1,2021,G+E_T0,402,2.1085215217958266,1.7005453564049917,-0.7467031917214229,-0.06334943560133258
CV-E-B10,2021-ILH1,2021,G+E_T1,402,2.079708997786935,1.6764624201036191,-0.6992926498405156,-0.052274479959359195
CV-E-B10,2021-ILH1,2021,G+E_T2,402,2.071233926310393,1.6552463976787561,-0.6854712137867174,-0.06576084928049555
CV-E-B10,2021-INH1,2021,G,411,1.464938836211571,1.106067540353807,-0.11770848594396033,0.06463331402163518
CV-E-B10,2021-INH1,2021,G+E_T0,411,1.6187546732795557,1.2591753618671253,-0.36474538271010526,0.1041649341214235
CV-E-B10,2021-INH1,2021,G+E_T1,411,1.5871834659787336,1.2307113982610078,-0.31203017875005035,0.09233333647745537
CV-E-B10,2021-INH1,2021,G+E_T2,411,1.695874542793771,1.3314153532667221,-0.4978799414876087,0.09678292099280421
CV-E-B10,2021-MIH1,2021,G,417,2.053303195793912,1.7378532729005127,-0.9610446904306809,0.25315976502777887
CV-E-B10,2021-MIH1,2021,G+E_T0,417,2.3960726680898192,2.1005746793549926,-1.6704305956780505,0.24156351463696735
CV-E-B10,2021-MIH1,2021,G+E_T1,417,2.7310562358657906,2.438149736235123,-2.469306026811918,0.2383517226915476
CV-E-B10,2021-MIH1,2021,G+E_T2,417,2.4287568022694503,2.128881863395968,-1.7437806226192443,0.2504922690450734
CV-E-B10,2021-MNH1,2021,G,415,1.5465092731067862,1.1988960086563587,-0.28791711896608096,0.047511018335560845
CV-E-B10,2021-MNH1,2021,G+E_T0,415,1.9269565429543412,1.5715221965437334,-0.9995243622336425,0.06531985684223911
CV-E-B10,2021-MNH1,2021,G+E_T1,415,1.4370675271732256,1.121901631261457,-0.11208302285192095,0.07178917842687499
CV-E-B10,2021-MNH1,2021,G+E_T2,415,1.4560295255087357,1.1361496887309395,-0.14162434753841668,0.07174706134784865
CV-E-B10,2021-NEH1,2021,G,247,3.111454052702825,2.619706042519289,-0.03473801090971618,-0.01741163614665786
CV-E-B10,2021-NEH1,2021,G+E_T0,247,3.1551803943451207,2.544709511308752,-0.06402543151458184,0.12410930720126023
CV-E-B10,2021-NEH1,2021,G+E_T1,247,3.134984322955335,2.5363844795583628,-0.0504475337478818,0.14464436984042195
CV-E-B10,2021-NEH1,2021,G+E_T2,247,3.0594637420104043,2.5174614538076545,-0.00044735496764980454,0.13112140820746226
CV-E-B10,2021-NEH2,2021,G,247,2.52991553732206,2.116139248886819,-1.058341317341576,-0.018999036270385603
CV-E-B10,2021-NEH2,2021,G+E_T0,247,2.1126140426078783,1.6966296461582513,-0.4353098714269823,0.02768976745286591
CV-E-B10,2021-NEH2,2021,G+E_T1,247,2.07573209543503,1.6600148323430302,-0.38563214006140734,0.034286474047338936
CV-E-B10,2021-NEH2,2021,G+E_T2,247,2.133727330110162,1.714369110329206,-0.46414196069875047,0.019180674026767944
CV-E-B10,2021-NYH1,2021,G,22,2.6685627290950364,2.2844677604381216,-1.4616505003339286,-0.04416141904018734
CV-E-B10,2021-NYH1,2021,G+E_T0,22,2.7387615242579897,2.396971744195834,-1.5928655448203712,0.05773818786181687
CV-E-B10,2021-NYH1,2021,G+E_T1,22,2.832877083361417,2.4536941901172984,-1.7741313674333767,0.03852087160014548
CV-E-B10,2021-NYH1,2021,G+E_T2,22,2.9609038343456664,2.5873074178089492,-2.0305410103936428,0.03882795545386078
CV-E-B10,2021-NYH2,2021,G,396,1.7923454872148823,1.405832723228809,-0.12427459444612365,0.11073321395038531
CV-E-B10,2021-NYH2,2021,G+E_T0,396,1.9091331958081763,1.5260531802705708,-0.2755614978318546,0.13226393025574548
CV-E-B10,2021-NYH2,2021,G+E_T1,396,2.0161305670556278,1.6245552771330554,-0.4225457802121082,0.11893019503099776
CV-E-B10,2021-NYH2,2021,G+E_T2,396,1.9509901161224081,1.5620287151352696,-0.33210691249795343,0.11867387827651188
CV-E-B10,2021-NYH3,2021,G,357,1.7232605422574305,1.335562967527268,-0.19119547595053787,-0.039482124941930485
CV-E-B10,2021-NYH3,2021,G+E_T0,357,2.1093572143061707,1.7101797354328232,-0.784766528381621,0.016613031754355516
CV-E-B10,2021-NYH3,2021,G+E_T1,357,2.0926814949624983,1.6853831076529366,-0.756658798365627,-0.0005779467402683568
CV-E-B10,2021-NYH3,2021,G+E_T2,357,2.203146753727012,1.7944339053307168,-0.9470091884054441,0.005601365127695675
CV-E-B10,2021-SCH1,2021,G,397,2.5491087897976046,2.1437272772701386,-1.4088997856501,0.05896485975653769
CV-E-B10,2021-SCH1,2021,G+E_T0,397,1.9661947061048797,1.5619930379210811,-0.4331611831088247,0.05869927333366926
CV-E-B10,2021-SCH1,2021,G+E_T1,397,2.1180381844225167,1.7170898959989533,-0.6630662983050146,0.050338290811773836
CV-E-B10,2021-SCH1,2021,G+E_T2,397,2.250435813601917,1.8542699247747696,-0.8774797140004269,0.03253558500312782
CV-E-B10,2021-SCH1L,2021,G,43,6.812006079834326,6.716204819785329,-72.34305037236163,-0.008424200354728061
CV-E-B10,2021-SCH1L,2021,G+E_T0,43,2.6603427126513477,2.4549815257711725,-10.186238875354368,-0.023288686143869478
CV-E-B10,2021-SCH1L,2021,G+E_T1,43,2.512076618244434,2.273653084949724,-8.97412202557442,-0.09272876635435719
CV-E-B10,2021-SCH1L,2021,G+E_T2,43,2.6674297618068015,2.4468739966410795,-10.24591766815013,-0.07271623382340543
CV-E-B10,2021-TXH1,2021,G,266,1.6805578722480368,1.3501075076077262,-0.08054949715289395,0.027671024774207114
CV-E-B10,2021-TXH1,2021,G+E_T0,266,2.3893996993595126,1.9628974535723844,-1.1843153103797706,0.007422197927918805
CV-E-B10,2021-TXH1,2021,G+E_T1,266,2.363810125517719,1.939473098861411,-1.1377794486967328,0.01482846727939045
CV-E-B10,2021-TXH1,2021,G+E_T2,266,2.312660696780451,1.890417851477112,-1.0462635103404572,0.01101226608055259
CV-E-B10,2021-TXH2,2021,G,247,1.7190436870543628,1.3377835073555269,-0.03339908955799631,0.11176047018990647
CV-E-B10,2021-TXH2,2021,G+E_T0,247,2.5359293872416044,2.1124966140082355,-1.2488917950026583,-0.004619373010158599
CV-E-B10,2021-TXH2,2021,G+E_T1,247,2.6052519499919975,2.176086572929747,-1.3735244305356211,-0.04000399184833433
CV-E-B10,2021-TXH2,2021,G+E_T2,247,2.4476037839081792,2.0178086070503514,-1.0949635871561538,-0.029222061927854287
CV-E-B10,2021-TXH3,2021,G,246,5.9471701027104045,5.848005364585095,-31.98938581438962,0.04034235808982885
CV-E-B10,2021-TXH3,2021,G+E_T0,246,4.595827412248331,4.470783896566773,-18.700667058083283,0.03584240545614947
CV-E-B10,2021-TXH3,2021,G+E_T1,246,5.145626239507101,5.0304647829516895,-23.696191483572306,-0.005869458506127954
CV-E-B10,2021-TXH3,2021,G+E_T2,246,5.495245435408756,5.3844928450743135,-27.166163596318583,-0.04628192138434449
CV-E-B10,2021-WIH1,2021,G,397,2.9254433443845604,2.5114902559227317,-0.8955259074534716,0.10162992949215463
CV-E-B10,2021-WIH1,2021,G+E_T0,397,2.151519027811879,1.717573948757589,-0.02526639702883049,0.07558843430288548
CV-E-B10,2021-WIH1,2021,G+E_T1,397,2.191513377389731,1.7666529855504112,-0.06373780219891967,0.07316630683912147
CV-E-B10,2021-WIH1,2021,G+E_T2,397,2.1975207456914783,1.7721465375146979,-0.06957762348888563,0.07020404304808792
CV-E-B10,2021-WIH2,2021,G,1137,2.784101445218592,2.327962933200494,-1.2244092866112455,0.24899618722116257
CV-E-B10,2021-WIH2,2021,G+E_T0,1137,1.9597808650715716,1.5626879735307,-0.10219798818316739,0.24245739902586333
CV-E-B10,2021-WIH2,2021,G+E_T1,1137,2.1226069967101098,1.7200671707973556,-0.29295607463033524,0.24296264505035567
CV-E-B10,2021-WIH2,2021,G+E_T2,1137,1.8940324062468787,1.4898010906692,-0.029483519822204096,0.24091514048575668
CV-GE-B10,2014-IAH1,2014,G,754,2.0313239775456093,1.6776487498097512,-0.6646667156429547,0.00937877876644938
CV-GE-B10,2014-IAH1,2014,G+E_T0,754,2.10917790625919,1.7664423306395565,-0.794714340829483,0.08541985791789039
CV-GE-B10,2014-IAH1,2014,G+E_T1,754,2.101941663612998,1.7598980197889373,-0.7824207260507425,0.08025509563096216
CV-GE-B10,2014-IAH1,2014,G+E_T2,754,2.148703052870333,1.807294001784661,-0.8626090466865151,0.08055850591251393
CV-GE-B10,2014-ILH1,2014,G,238,2.791201742559638,2.435454498795258,-1.3422843851331092,0.19644549735470387
CV-GE-B10,2014-ILH1,2014,G+E_T0,238,2.8788835937998924,2.5152297026265145,-1.4917552246553165,0.19862926171110645
CV-GE-B10,2014-ILH1,2014,G+E_T1,238,2.933890388574936,2.570684927322227,-1.5878847823795708,0.21516604402304143
CV-GE-B10,2014-ILH1,2014,G+E_T2,238,2.9515999962036585,2.5866135764231637,-1.619221157809863,0.21239338579559805
CV-GE-B10,2014-INH1,2014,G,240,1.8794095008786447,1.5890161924638557,-1.012470148631519,0.16608965632370282
CV-GE-B10,2014-INH1,2014,G+E_T0,240,1.3816334794986904,1.094899864878801,-0.08760778607867037,0.2083261335072684
CV-GE-B10,2014-INH1,2014,G+E_T1,240,1.4024524277162937,1.1137554395054252,-0.12063166079931831,0.1849940604107686
CV-GE-B10,2014-INH1,2014,G+E_T2,240,1.329359864175974,1.0314924360756248,-0.006866139838439755,0.16755362128376355
CV-GE-B10,2014-MNH1,2014,G,236,2.6784942407736403,2.2666099866397933,-1.6085786913062314,0.15641254582704048
CV-GE-B10,2014-MNH1,2014,G+E_T0,236,2.9506775632734277,2.5324155804028092,-2.165672745538779,0.09263867723532336
CV-GE-B10,2014-MNH1,2014,G+E_T1,236,3.167665626320726,2.7735701668565134,-2.648389291587542,0.18316721264300853
CV-GE-B10,2014-MNH1,2014,G+E_T2,236,3.5192091821089706,3.1448279865703443,-3.5031112120736987,0.18707385961496628
CV-GE-B10,2014-MOH2,2014,G,247,2.0808462539329873,1.7006483262299925,-0.22567755442212145,-0.08802544542765169
CV-GE-B10,2014-MOH2,2014,G+E_T0,247,1.968762915671791,1.5816597237262484,-0.09719315002149065,-0.02444615787867808
CV-GE-B10,2014-MOH2,2014,G+E_T1,247,1.947831510141265,1.5600752775406286,-0.07398699225445826,0.009830588036945425
CV-GE-B10,2014-MOH2,2014,G+E_T2,247,2.010326459187119,1.6299930407952188,-0.1440089563124387,-0.031456429967533325
CV-GE-B10,2014-NEH1,2014,G,242,3.645921616112979,3.184615551912687,-2.836114670396161,0.08292881146382228
CV-GE-B10,2014-NEH1,2014,G+E_T0,242,3.153781394662695,2.673431530578346,-1.870384652937533,0.09559623659409973
CV-GE-B10,2014-NEH1,2014,G+E_T1,242,3.549853822929655,3.078867752945864,-2.636619520364449,0.07068303123612649
CV-GE-B10,2014-NEH1,2014,G+E_T2,242,3.4333855583233728,2.9530595928495753,-2.401904188082094,0.04384969282684331
CV-GE-B10,2014-NEH2,2014,G,240,4.126681415902266,3.684906271576889,-4.1855707549404135,-0.0647565705385158
CV-GE-B10,2014-NEH2,2014,G+E_T0,240,3.9898275324236816,3.5597257911764313,-3.8473337829910115,-0.012897883052444058
CV-GE-B10,2014-NEH2,2014,G+E_T1,240,3.724941983261235,3.2890489015660247,-3.2250680272134993,-0.006608689088837604
CV-GE-B10,2014-NEH2,2014,G+E_T2,240,4.019459991121303,3.590290205560015,-3.919603483064604,-0.013271645919795776
CV-GE-B10,2014-NYH2,2014,G,218,1.6078818071602767,1.3025426525790609,-0.20927486520028626,-0.03851625704995129
CV-GE-B10,2014-NYH2,2014,G+E_T0,218,1.5415554551171922,1.2617649607853807,-0.11156557536588707,0.019795029901724003
CV-GE-B10,2014-NYH2,2014,G+E_T1,218,1.553456523346692,1.256051291376634,-0.12879477339769263,0.025288427436537413
CV-GE-B10,2014-NYH2,2014,G+E_T2,218,1.5694619265662126,1.2714448355759933,-0.1521747486276206,0.013333193692119284
CV-GE-B10,2014-WIH1,2014,G,208,2.899044700509306,2.388121757298763,-0.9471319276333252,0.11770412465935609
CV-GE-B10,2014-WIH1,2014,G+E_T0,208,2.809099402874141,2.309817690813246,-0.8281834340991383,0.18147974846909667
CV-GE-B10,2014-WIH1,2014,G+E_T1,208,2.7555431459944386,2.255538771949217,-0.759138305541756,0.15397044372764496
CV-GE-B10,2014-WIH1,2014,G+E_T2,208,2.750927565509318,2.250916660995519,-0.7532500694287314,0.14262833941941336
CV-GE-B10,2015-ILH1,2015,G,416,2.19634805999116,1.7749100222574485,-0.44784991496039983,0.1649731995441756
CV-GE-B10,2015-ILH1,2015,G+E_T0,416,1.9695123668110301,1.575114078214138,-0.16422960748101634,0.2470648176377327
CV-GE-B10,2015-ILH1,2015,G+E_T1,416,1.9596904951350012,1.5657729556992928,-0.1526466377146416,0.242293122571138
CV-GE-B10,2015-ILH1,2015,G+E_T2,416,1.960957622329212,1.5657271289554622,-0.1541377120410612,0.24228817764579114
CV-GE-B10,2015-INH1,2015,G,423,1.872627114417137,1.4368323894262343,-0.09240367219799306,0.11523136798643527
CV-GE-B10,2015-INH1,2015,G+E_T0,423,1.9507573677178243,1.5594486774277656,-0.18546039247964008,0.13901656378589144
CV-GE-B10,2015-INH1,2015,G+E_T1,423,1.9504476546418983,1.5599249065690548,-0.18508400180694373,0.14192290290862505
CV-GE-B10,2015-INH1,2015,G+E_T2,423,2.051791535289476,1.655557539362381,-0.3114357069181106,0.14047859881601707
CV-GE-B10,2015-KSH1,2015,G,418,4.322723755291325,3.917191396547003,-4.655613453718431,0.0656069914402751
CV-GE-B10,2015-KSH1,2015,G+E_T0,418,5.024816292909601,4.682068662812033,-6.641966519500051,0.09564651470147403
CV-GE-B10,2015-KSH1,2015,G+E_T1,418,4.742933334420799,4.380938284244422,-5.808615265205005,0.07151457818432687
CV-GE-B10,2015-KSH1,2015,G+E_T2,418,4.657249454479823,4.290295134624254,-5.564834084505731,0.07645960706520656
CV-GE-B10,2015-MNH1,2015,G,407,2.0226009935216895,1.6696942371398578,-1.1590079466621637,0.009283821011360584
CV-GE-B10,2015-MNH1,2015,G+E_T0,407,1.7541893789552474,1.433413997069431,-0.624002758963601,0.06940857389505452
CV-GE-B10,2015-MNH1,2015,G+E_T1,407,1.742328337791219,1.420850339554132,-0.6021154506982036,0.091042613781878
CV-GE-B10,2015-MNH1,2015,G+E_T2,407,1.7762894109380214,1.4509580809396716,-0.665180291335671,0.057932605991156134
CV-GE-B10,2015-MOH1,2015,G,422,4.560752022944857,4.203169652648582,-5.978745871097172,0.12069431049120721
CV-GE-B10,2015-MOH1,2015,G+E_T0,422,3.2158405069469946,2.8070251402005115,-2.469712316006832,0.068819480355394
CV-GE-B10,2015-MOH1,2015,G+E_T1,422,4.102481415646583,3.7137406157681068,-4.646738938218399,0.06743137182974651
CV-GE-B10,2015-MOH1,2015,G+E_T2,422,4.471195923165514,4.096016981247942,-5.707363856241986,0.051166591375391104
CV-GE-B10,2015-MOH2,2015,G,421,2.329576976585039,1.9262961547091595,-0.7441652766338298,0.14671587329791824
CV-GE-B10,2015-MOH2,2015,G+E_T0,421,1.8686345286439467,1.482011213605467,-0.12223095577907839,0.15537932140298116
CV-GE-B10,2015-MOH2,2015,G+E_T1,421,1.9181027558452803,1.5607434650307834,-0.1824349115138102,0.15466093922216073
CV-GE-B10,2015-MOH2,2015,G+E_T2,421,1.8082148502742565,1.4649140815856332,-0.05083267510265377,0.1574414854128176
CV-GE-B10,2015-NEH2,2015,G,405,1.9795183186047092,1.562662708165611,-1.0679435792009437,-0.00539285200513848
CV-GE-B10,2015-NEH2,2015,G+E_T0,405,2.014369704782045,1.5972967419129969,-1.141400983176442,-0.019582745156764645
CV-GE-B10,2015-NEH2,2015,G+E_T1,405,2.024937407184519,1.6112687038716844,-1.1639281763968494,-0.01889425510669465
CV-GE-B10,2015-NEH2,2015,G+E_T2,405,2.0222438475100417,1.6060004901740539,-1.158175116551242,-0.02245337135258512
CV-GE-B10,2015-NEH3,2015,G,249,1.9297719347595068,1.6170631198041507,-0.8816216884488133,0.08531711098729029
CV-GE-B10,2015-NEH3,2015,G+E_T0,249,1.8111402494703837,1.4956217659020725,-0.6573891921522268,0.11922631559851592
CV-GE-B10,2015-NEH3,2015,G+E_T1,249,1.8308819450580154,1.51765049575782,-0.6937176847018549,0.11820712923769754
CV-GE-B10,2015-NEH3,2015,G+E_T2,249,1.8991209102100066,1.590157789039981,-0.8223238931453798,0.12022167572784569
CV-GE-B10,2015-NYH2,2015,G,355,2.2025534129962847,1.6726948212053723,-0.08653448126867258,0.15357884790140755
CV-GE-B10,2015-NYH2,2015,G+E_T0,355,2.2925131221113038,1.7206803493752922,-0.17710248224167868,0.2008600105803814
CV-GE-B10,2015-NYH2,2015,G+E_T1,355,2.2020577325786594,1.6675875014796786,-0.08604549129934447,0.19730430530006465
CV-GE-B10,2015-NYH2,2015,G+E_T2,355,2.273809768926548,1.708049835363596,-0.15797416755660598,0.19754010756682402
CV-GE-B10,2015-NYH3,2015,G,355,2.0227129542552422,1.6128799289401088,0.011289006970772175,0.3288438542451174
CV-GE-B10,2015-NYH3,2015,G+E_T0,355,2.227842770991183,1.76777533465233,-0.1994162433363489,0.2421397486752316
CV-GE-B10,2015-NYH3,2015,G+E_T1,355,2.3468863008817538,1.8610815742734623,-0.3310211332865185,0.24730895343569398
CV-GE-B10,2015-NYH3,2015,G+E_T2,355,2.2635656017500088,1.7970228828142252,-0.23818923051038765,0.24041946052870247
CV-GE-B10,2015-OHH1,2015,G,426,1.9508241475579682,1.5709184645040297,-0.5844301003344201,0.0365041221670495
CV-GE-B10,2015-OHH1,2015,G+E_T0,426,1.8045994599145168,1.4391787387137946,-0.35580891438257645,0.12573857240230124
CV-GE-B10,2015-OHH1,2015,G+E_T1,426,1.785584482271025,1.422799889760563,-0.327387259723549,0.0943318237132746
CV-GE-B10,2015-OHH1,2015,G+E_T2,426,1.6459875590566937,1.301156393119188,-0.127950226067153,0.0968681693372127
CV-GE-B10,2015-SDH1,2015,G,327,3.931837870130171,3.541627471409384,-5.006411688288374,-0.13106598761363683
CV-GE-B10,2015-SDH1,2015,G+E_T0,327,3.3674571835985376,2.9692992343241906,-3.4058332724215195,-0.09222126245876142
CV-GE-B10,2015-SDH1,2015,G+E_T1,327,3.740651477511193,3.3480849699633417,-4.436487398949235,-0.1106700421001872
CV-GE-B10,2015-SDH1,2015,G+E_T2,327,3.7031695501465447,3.3038248297397366,-4.328084291701462,-0.12506512311396345
CV-GE-B10,2015-TXH1,2015,G,296,1.9446103319097723,1.536713488460851,-0.23625688758178942,0.0821576444475589
CV-GE-B10,2015-TXH1,2015,G+E_T0,296,1.7374989377971193,1.3965007336831086,0.013055702678670511,0.19723413332978978
CV-GE-B10,2015-TXH1,2015,G+E_T1,296,1.7782113740917758,1.4187040753311557,-0.0337376024159568,0.1853866593143456
CV-GE-B10,2015-TXH1,2015,G+E_T2,296,1.801681974762636,1.4316258827147954,-0.06120628553523866,0.18886974483981317
CV-GE-B10,2015-TXH2,2015,G,308,2.4903456014297785,2.0764474973710567,-1.2619572088012019,0.0744562654265222
CV-GE-B10,2015-TXH2,2015,G+E_T0,308,3.362304965924524,2.9728504657268084,-3.1232469514514527,0.11387674739645134
CV-GE-B10,2015-TXH2,2015,G+E_T1,308,2.7791266445144522,2.365655889211101,-1.8169673832543722,0.10531765693056437
CV-GE-B10,2015-TXH2,2015,G+E_T2,308,2.9492877395451385,2.5416454722314814,-2.1724839479681064,0.10818891180178392
CV-GE-B10,2016-DEH1,2016,G,230,2.0699983852222257,1.679407970977609,-0.19349521712702256,0.1251045087531836
CV-GE-B10,2016-DEH1,2016,G+E_T0,230,2.2378902736661064,1.865770908967108,-0.39494873410898546,0.24844111008727052
CV-GE-B10,2016-DEH1,2016,G+E_T1,230,2.0960883189503727,1.7221123126773537,-0.22377006361824492,0.25827174471180936
CV-GE-B10,2016-DEH1,2016,G+E_T2,230,2.1411705302161503,1.7689080602684553,-0.27697732117657203,0.23854080891802032
CV-GE-B10,2016-GAH2,2016,G,87,4.6834304497876165,4.487381933378658,-10.935842617180933,0.25438522352683574
CV-GE-B10,2016-GAH2,2016,G+E_T0,87,4.4348622753869895,4.225872651913281,-9.702499296531693,0.19426016805296398
CV-GE-B10,2016-GAH2,2016,G+E_T1,87,4.439505529565397,4.231326490612447,-9.724921836967283,0.2033235967130762
CV-GE-B10,2016-GAH2,2016,G+E_T2,87,4.366389593191762,4.153376791298285,-9.374565087639004,0.1922028140581402
CV-GE-B10,2016-IAH2,2016,G,388,2.3970451818580463,1.8632280764503124,-0.006120106601163577,0.1430676371390436
CV-GE-B10,2016-IAH2,2016,G+E_T0,388,2.4666015481678176,1.8880215131533882,-0.06535754859057818,0.05711100250062946
CV-GE-B10,2016-IAH2,2016,G+E_T1,388,2.457141973165017,1.8850676893859657,-0.05720178862851033,0.07114594939382572
CV-GE-B10,2016-IAH2,2016,G+E_T2,388,2.4636855480997824,1.8931366243230636,-0.06284012019140506,0.05697262020087169
CV-GE-B10,2016-IAH3,2016,G,375,1.9501171538859514,1.626251277952742,-0.8927259613947232,0.15481038110332962
CV-GE-B10,2016-IAH3,2016,G+E_T0,375,1.5509449414111331,1.2583815063614814,-0.1971790142066394,0.0528789107913469
CV-GE-B10,2016-IAH3,2016,G+E_T1,375,1.6748115651951534,1.3779791871483316,-0.3960412034958847,0.06480877575729371
CV-GE-B10,2016-IAH3,2016,G+E_T2,375,1.8471913897377785,1.5288264223692307,-0.6982050389024634,0.05961258306395824
CV-GE-B10,2016-IAH4,2016,G,396,1.4502182050977026,1.1753944264551517,-0.2794603798257085,0.16642001417400884
CV-GE-B10,2016-IAH4,2016,G+E_T0,396,1.3388824295666122,1.03973055987647,-0.09054859130837167,0.2721377343405265
CV-GE-B10,2016-IAH4,2016,G+E_T1,396,1.2550012479770918,0.9748186937342014,0.0418170208160098,0.27843655660002387
CV-GE-B10,2016-IAH4,2016,G+E_T2,396,1.2530907500686168,0.9745591778908116,0.044732098721285696,0.2729130685196977
CV-GE-B10,2016-ILH1,2016,G,212,2.1191713294952392,1.6835072764494707,-0.31676245438891226,0.10304180545770862
CV-GE-B10,2016-ILH1,2016,G+E_T0,212,2.0699043479342314,1.6367380134921894,-0.25624934674363153,0.22379865428227996
CV-GE-B10,2016-ILH1,2016,G+E_T1,212,2.021872293294815,1.5917121791187394,-0.19862335950962384,0.19174856771861434
CV-GE-B10,2016-ILH1,2016,G+E_T2,212,2.065829140758699,1.6372839899130658,-0.2513076335963087,0.1672321839330682
CV-GE-B10,2016-INH1,2016,G,235,2.227183556895155,1.7647656187857055,-0.4178377808293863,0.22696494341126405
